Month,Day,Hour,GHI
3,15,10,633
3,15,11,778
3,15,12,861
3,15,13,874
3,15,14,817
3,15,15,696
3,15,16,522
3,15,17,314
3,15,18,105
3,15,19,0
3,15,20,0
3,15,21,0
3,15,22,0
3,15,23,0
3,16,0,0
3,16,1,0
3,16,2,0
3,16,3,0
3,16,4,0
3,16,5,0
3,16,6,0
3,16,7,21
3,16,8,214
3,16,9,433
3,16,10,509
3,16,11,772
3,16,12,856
3,16,13,872
3,16,14,818
3,16,15,698
3,16,16,524
3,16,17,316
3,16,18,107
3,16,19,0
3,16,20,0
3,16,21,0
3,16,22,0
3,16,23,0
3,17,0,0
3,17,1,0
3,17,2,0
3,17,3,0
3,17,4,0
3,17,5,0
3,17,6,0
3,17,7,24
3,17,8,219
3,17,9,330
3,17,10,514
3,17,11,547
3,17,12,675
3,17,13,690
3,17,14,616
3,17,15,433
3,17,16,244
3,17,17,120
3,17,18,69
3,17,19,0
3,17,20,0
3,17,21,0
3,17,22,0
3,17,23,0
3,18,0,0
3,18,1,0
3,18,2,0
3,18,3,0
3,18,4,0
3,18,5,0
3,18,6,0
3,18,7,1
3,18,8,16
3,18,9,81
3,18,10,111
3,18,11,152
3,18,12,336
3,18,13,39
3,18,14,139
3,18,15,39
3,18,16,163
3,18,17,154
3,18,18,29
3,18,19,0
3,18,20,0
3,18,21,0
3,18,22,0
3,18,23,0
3,19,0,0
3,19,1,0
3,19,2,0
3,19,3,0
3,19,4,0
3,19,5,0
3,19,6,0
3,19,7,32
3,19,8,242
3,19,9,474
3,19,10,676
3,19,11,823
3,19,12,901
3,19,13,910
3,19,14,851
3,19,15,727
3,19,16,549
3,19,17,335
3,19,18,119
3,19,19,0
3,19,20,0
3,19,21,0
3,19,22,0
3,19,23,0
3,20,0,0
3,20,1,0
3,20,2,0
3,20,3,0
3,20,4,0
3,20,5,0
3,20,6,0
3,20,7,6
3,20,8,83
3,20,9,249
3,20,10,415
3,20,11,597
3,20,12,648
3,20,13,734
3,20,14,760
3,20,15,570
3,20,16,475
3,20,17,343
3,20,18,123
3,20,19,0
3,20,20,0
3,20,21,0
3,20,22,0
3,20,23,0
3,21,0,0
3,21,1,0
3,21,2,0
3,21,3,0
3,21,4,0
3,21,5,0
3,21,6,0
3,21,7,42
3,21,8,257
3,21,9,486
3,21,10,685
3,21,11,832
3,21,12,916
3,21,13,775
3,21,14,872
3,21,15,747
3,21,16,567
3,21,17,350
3,21,18,128
3,21,19,0
3,21,20,0
3,21,21,0
3,21,22,0
3,21,23,0
3,22,0,0
3,22,1,0
3,22,2,0
3,22,3,0
3,22,4,0
3,22,5,0
3,22,6,0
3,22,7,21
3,22,8,25
3,22,9,130
3,22,10,346
3,22,11,523
3,22,12,461
3,22,13,293
3,22,14,373
3,22,15,270
3,22,16,362
3,22,17,101
3,22,18,119
3,22,19,0
3,22,20,0
3,22,21,0
3,22,22,0
3,22,23,0
3,23,0,0
3,23,1,0
3,23,2,0
3,23,3,0
3,23,4,0
3,23,5,0
3,23,6,0
3,23,7,1
3,23,8,10
3,23,9,54
3,23,10,302
3,23,11,241
3,23,12,277
3,23,13,250
3,23,14,220
3,23,15,253
3,23,16,211
3,23,17,53
3,23,18,117
3,23,19,0
3,23,20,0
3,23,21,0
3,23,22,0
3,23,23,0
3,24,0,0
3,24,1,0
3,24,2,0
3,24,3,0
3,24,4,0
3,24,5,0
3,24,6,0
3,24,7,3
3,24,8,8
3,24,9,75
3,24,10,92
3,24,11,125
3,24,12,183
3,24,13,206
3,24,14,138
3,24,15,142
3,24,16,124
3,24,17,90
3,24,18,123
3,24,19,0
3,24,20,0
3,24,21,0
3,24,22,0
3,24,23,0
3,25,0,0
3,25,1,0
3,25,2,0
3,25,3,0
3,25,4,0
3,25,5,0
3,25,6,0
3,25,7,10
3,25,8,20
3,25,9,132
3,25,10,165
3,25,11,420
3,25,12,270
3,25,13,614
3,25,14,501
3,25,15,401
3,25,16,266
3,25,17,115
3,25,18,23
3,25,19,0
3,25,20,0
3,25,21,0
3,25,22,0
3,25,23,0
3,26,0,0
3,26,1,0
3,26,2,0
3,26,3,0
3,26,4,0
3,26,5,0
3,26,6,0
3,26,7,18
3,26,8,129
3,26,9,500
3,26,10,228
3,26,11,284
3,26,12,285
3,26,13,306
3,26,14,200
3,26,15,215
3,26,16,187
3,26,17,149
3,26,18,24
3,26,19,0
3,26,20,0
3,26,21,0
3,26,22,0
3,26,23,0
3,27,0,0
3,27,1,0
3,27,2,0
3,27,3,0
3,27,4,0
3,27,5,0
3,27,6,0
3,27,7,65
3,27,8,286
3,27,9,513
3,27,10,709
3,27,11,853
3,27,12,934
3,27,13,945
3,27,14,885
3,27,15,759
3,27,16,579
3,27,17,361
3,27,18,139
3,27,19,0
3,27,20,0
3,27,21,0
3,27,22,0
3,27,23,0
3,28,0,0
3,28,1,0
3,28,2,0
3,28,3,0
3,28,4,0
3,28,5,0
3,28,6,0
3,28,7,65
3,28,8,280
3,28,9,503
3,28,10,697
3,28,11,840
3,28,12,920
3,28,13,932
3,28,14,873
3,28,15,749
3,28,16,571
3,28,17,357
3,28,18,138
3,28,19,0
3,28,20,0
3,28,21,0
3,28,22,0
3,28,23,0
3,29,0,0
3,29,1,0
3,29,2,0
3,29,3,0
3,29,4,0
3,29,5,0
3,29,6,0
3,29,7,69
3,29,8,282
3,29,9,503
3,29,10,693
3,29,11,833
3,29,12,911
3,29,13,920
3,29,14,859
3,29,15,735
3,29,16,85
3,29,17,148
3,29,18,60
3,29,19,0
3,29,20,0
3,29,21,0
3,29,22,0
3,29,23,0
3,30,0,0
3,30,1,0
3,30,2,0
3,30,3,0
3,30,4,0
3,30,5,0
3,30,6,0
3,30,7,30
3,30,8,285
3,30,9,437
3,30,10,576
3,30,11,838
3,30,12,916
3,30,13,924
3,30,14,862
3,30,15,576
3,30,16,453
3,30,17,92
3,30,18,43
3,30,19,0
3,30,20,0
3,30,21,0
3,30,22,0
3,30,23,0
3,31,0,0
3,31,1,0
3,31,2,0
3,31,3,0
3,31,4,0
3,31,5,0
3,31,6,0
3,31,7,39
3,31,8,43
3,31,9,103
3,31,10,273
3,31,11,427
3,31,12,433
3,31,13,229
3,31,14,163
3,31,15,591
3,31,16,317
3,31,17,78
3,31,18,28
3,31,19,0
3,31,20,0
3,31,21,0
3,31,22,0
3,31,23,0
4,1,0,0
4,1,1,0
4,1,2,0
4,1,3,0
4,1,4,0
4,1,5,0
4,1,6,0
4,1,7,78
4,1,8,290
4,1,9,511
4,1,10,703
4,1,11,845
4,1,12,924
4,1,13,933
4,1,14,872
4,1,15,746
4,1,16,569
4,1,17,359
4,1,18,143
4,1,19,0
4,1,20,0
4,1,21,0
4,1,22,0
4,1,23,0
4,2,0,0
4,2,1,0
4,2,2,0
4,2,3,0
4,2,4,0
4,2,5,0
4,2,6,0
4,2,7,83
4,2,8,252
4,2,9,515
4,2,10,705
4,2,11,845
4,2,12,922
4,2,13,930
4,2,14,869
4,2,15,744
4,2,16,490
4,2,17,358
4,2,18,143
4,2,19,0
4,2,20,0
4,2,21,0
4,2,22,0
4,2,23,0
4,3,0,0
4,3,1,0
4,3,2,0
4,3,3,0
4,3,4,0
4,3,5,0
4,3,6,0
4,3,7,65
4,3,8,215
4,3,9,410
4,3,10,531
4,3,11,620
4,3,12,481
4,3,13,503
4,3,14,503
4,3,15,479
4,3,16,245
4,3,17,133
4,3,18,26
4,3,19,0
4,3,20,0
4,3,21,0
4,3,22,0
4,3,23,0
4,4,0,0
4,4,1,0
4,4,2,0
4,4,3,0
4,4,4,0
4,4,5,0
4,4,6,0
4,4,7,3
4,4,8,132
4,4,9,65
4,4,10,106
4,4,11,168
4,4,12,110
4,4,13,92
4,4,14,161
4,4,15,84
4,4,16,65
4,4,17,52
4,4,18,150
4,4,19,0
4,4,20,0
4,4,21,0
4,4,22,0
4,4,23,0
4,5,0,0
4,5,1,0
4,5,2,0
4,5,3,0
4,5,4,0
4,5,5,0
4,5,6,0
4,5,7,4
4,5,8,25
4,5,9,410
4,5,10,276
4,5,11,855
4,5,12,930
4,5,13,941
4,5,14,884
4,5,15,764
4,5,16,590
4,5,17,379
4,5,18,158
4,5,19,0
4,5,20,0
4,5,21,0
4,5,22,0
4,5,23,0
4,6,0,0
4,6,1,0
4,6,2,0
4,6,3,0
4,6,4,0
4,6,5,0
4,6,6,0
4,6,7,104
4,6,8,325
4,6,9,546
4,6,10,734
4,6,11,872
4,6,12,948
4,6,13,955
4,6,14,784
4,6,15,653
4,6,16,523
4,6,17,378
4,6,18,158
4,6,19,0
4,6,20,0
4,6,21,0
4,6,22,0
4,6,23,0
4,7,0,0
4,7,1,0
4,7,2,0
4,7,3,0
4,7,4,0
4,7,5,0
4,7,6,0
4,7,7,105
4,7,8,324
4,7,9,541
4,7,10,575
4,7,11,694
4,7,12,711
4,7,13,705
4,7,14,729
4,7,15,497
4,7,16,425
4,7,17,370
4,7,18,155
4,7,19,0
4,7,20,0
4,7,21,0
4,7,22,0
4,7,23,0
4,8,0,0
4,8,1,0
4,8,2,0
4,8,3,0
4,8,4,0
4,8,5,0
4,8,6,0
4,8,7,107
4,8,8,322
4,8,9,410
4,8,10,721
4,8,11,855
4,8,12,386
4,8,13,599
4,8,14,670
4,8,15,748
4,8,16,212
4,8,17,249
4,8,18,155
4,8,19,0
4,8,20,0
4,8,21,0
4,8,22,0
4,8,23,0
4,9,0,0
4,9,1,0
4,9,2,0
4,9,3,0
4,9,4,0
4,9,5,0
4,9,6,0
4,9,7,110
4,9,8,325
4,9,9,539
4,9,10,721
4,9,11,855
4,9,12,572
4,9,13,301
4,9,14,628
4,9,15,201
4,9,16,576
4,9,17,370
4,9,18,157
4,9,19,0
4,9,20,0
4,9,21,0
4,9,22,0
4,9,23,0
4,10,0,0
4,10,1,0
4,10,2,0
4,10,3,0
4,10,4,0
4,10,5,0
4,10,6,0
4,10,7,115
4,10,8,330
4,10,9,543
4,10,10,725
4,10,11,858
4,10,12,570
4,10,13,937
4,10,14,876
4,10,15,754
4,10,16,581
4,10,17,374
4,10,18,160
4,10,19,0
4,10,20,0
4,10,21,0
4,10,22,0
4,10,23,0
4,11,0,0
4,11,1,0
4,11,2,0
4,11,3,0
4,11,4,0
4,11,5,0
4,11,6,0
4,11,7,112
4,11,8,241
4,11,9,450
4,11,10,536
4,11,11,616
4,11,12,626
4,11,13,387
4,11,14,430
4,11,15,450
4,11,16,126
4,11,17,69
4,11,18,104
4,11,19,0
4,11,20,0
4,11,21,0
4,11,22,0
4,11,23,0
4,12,0,0
4,12,1,0
4,12,2,0
4,12,3,0
4,12,4,0
4,12,5,0
4,12,6,0
4,12,7,123
4,12,8,343
4,12,9,563
4,12,10,752
4,12,11,890
4,12,12,966
4,12,13,973
4,12,14,911
4,12,15,786
4,12,16,609
4,12,17,397
4,12,18,175
4,12,19,0
4,12,20,0
4,12,21,0
4,12,22,0
4,12,23,0
4,13,0,0
4,13,1,0
4,13,2,0
4,13,3,0
4,13,4,0
4,13,5,0
4,13,6,0
4,13,7,133
4,13,8,356
4,13,9,575
4,13,10,761
4,13,11,769
4,13,12,817
4,13,13,832
4,13,14,910
4,13,15,783
4,13,16,605
4,13,17,394
4,13,18,174
4,13,19,0
4,13,20,0
4,13,21,0
4,13,22,0
4,13,23,0
4,14,0,0
4,14,1,0
4,14,2,0
4,14,3,0
4,14,4,0
4,14,5,0
4,14,6,0
4,14,7,61
4,14,8,155
4,14,9,153
4,14,10,230
4,14,11,257
4,14,12,209
4,14,13,186
4,14,14,187
4,14,15,392
4,14,16,120
4,14,17,152
4,14,18,67
4,14,19,0
4,14,20,0
4,14,21,0
4,14,22,0
4,14,23,0
4,15,0,0
4,15,1,0
4,15,2,0
4,15,3,0
4,15,4,0
4,15,5,0
4,15,6,0
4,15,7,52
4,15,8,137
4,15,9,257
4,15,10,344
4,15,11,604
4,15,12,675
4,15,13,657
4,15,14,409
4,15,15,326
4,15,16,592
4,15,17,385
4,15,18,171
4,15,19,0
4,15,20,0
4,15,21,0
4,15,22,0
4,15,23,0
4,16,0,0
4,16,1,0
4,16,2,0
4,16,3,0
4,16,4,0
4,16,5,0
4,16,6,0
4,16,7,137
4,16,8,178
4,16,9,284
4,16,10,577
4,16,11,611
4,16,12,661
4,16,13,732
4,16,14,881
4,16,15,497
4,16,16,389
4,16,17,379
4,16,18,168
4,16,19,0
4,16,20,0
4,16,21,0
4,16,22,0
4,16,23,0
4,17,0,0
4,17,1,0
4,17,2,0
4,17,3,0
4,17,4,0
4,17,5,0
4,17,6,0
4,17,7,136
4,17,8,347
4,17,9,553
4,17,10,729
4,17,11,857
4,17,12,754
4,17,13,802
4,17,14,722
4,17,15,539
4,17,16,444
4,17,17,322
4,17,18,124
4,17,19,0
4,17,20,0
4,17,21,0
4,17,22,0
4,17,23,0
4,18,0,0
4,18,1,0
4,18,2,0
4,18,3,0
4,18,4,0
4,18,5,0
4,18,6,0
4,18,7,143
4,18,8,359
4,18,9,571
4,18,10,498
4,18,11,548
4,18,12,642
4,18,13,957
4,18,14,578
4,18,15,535
4,18,16,594
4,18,17,388
4,18,18,175
4,18,19,0
4,18,20,0
4,18,21,0
4,18,22,0
4,18,23,0
4,19,0,0
4,19,1,0
4,19,2,0
4,19,3,0
4,19,4,0
4,19,5,0
4,19,6,0
4,19,7,8
4,19,8,14
4,19,9,121
4,19,10,133
4,19,11,144
4,19,12,120
4,19,13,232
4,19,14,347
4,19,15,259
4,19,16,115
4,19,17,66
4,19,18,152
4,19,19,0
4,19,20,0
4,19,21,0
4,19,22,0
4,19,23,0
4,20,0,0
4,20,1,0
4,20,2,0
4,20,3,0
4,20,4,0
4,20,5,0
4,20,6,0
4,20,7,167
4,20,8,399
4,20,9,622
4,20,10,808
4,20,11,941
4,20,12,1011
4,20,13,1011
4,20,14,944
4,20,15,815
4,20,16,635
4,20,17,420
4,20,18,196
4,20,19,0
4,20,20,0
4,20,21,0
4,20,22,0
4,20,23,0
4,21,0,0
4,21,1,0
4,21,2,0
4,21,3,0
4,21,4,0
4,21,5,0
4,21,6,0
4,21,7,166
4,21,8,285
4,21,9,499
4,21,10,681
4,21,11,928
4,21,12,998
4,21,13,1001
4,21,14,935
4,21,15,808
4,21,16,629
4,21,17,416
4,21,18,194
4,21,19,0
4,21,20,0
4,21,21,0
4,21,22,0
4,21,23,0
4,22,0,0
4,22,1,0
4,22,2,0
4,22,3,0
4,22,4,0
4,22,5,0
4,22,6,0
4,22,7,165
4,22,8,386
4,22,9,600
4,22,10,781
4,22,11,911
4,22,12,980
4,22,13,983
4,22,14,920
4,22,15,795
4,22,16,620
4,22,17,411
4,22,18,193
4,22,19,0
4,22,20,0
4,22,21,0
4,22,22,0
4,22,23,0
4,23,0,0
4,23,1,0
4,23,2,0
4,23,3,0
4,23,4,0
4,23,5,0
4,23,6,0
4,23,7,169
4,23,8,391
4,23,9,605
4,23,10,786
4,23,11,916
4,23,12,985
4,23,13,987
4,23,14,923
4,23,15,797
4,23,16,621
4,23,17,412
4,23,18,194
4,23,19,0
4,23,20,0
4,23,21,0
4,23,22,0
4,23,23,0
4,24,0,0
4,24,1,0
4,24,2,0
4,24,3,0
4,24,4,0
4,24,5,0
4,24,6,0
4,24,7,60
4,24,8,388
4,24,9,492
4,24,10,517
4,24,11,757
4,24,12,788
4,24,13,711
4,24,14,461
4,24,15,194
4,24,16,76
4,24,17,15
4,24,18,18
4,24,19,0
4,24,20,0
4,24,21,0
4,24,22,0
4,24,23,0
4,25,0,0
4,25,1,0
4,25,2,0
4,25,3,0
4,25,4,0
4,25,5,0
4,25,6,0
4,25,7,176
4,25,8,400
4,25,9,618
4,25,10,804
4,25,11,939
4,25,12,1011
4,25,13,1015
4,25,14,950
4,25,15,824
4,25,16,647
4,25,17,435
4,25,18,211
4,25,19,0
4,25,20,0
4,25,21,0
4,25,22,0
4,25,23,0
4,26,0,0
4,26,1,0
4,26,2,0
4,26,3,0
4,26,4,0
4,26,5,0
4,26,6,7
4,26,7,186
4,26,8,411
4,26,9,624
4,26,10,804
4,26,11,932
4,26,12,1000
4,26,13,1000
4,26,14,934
4,26,15,808
4,26,16,567
4,26,17,422
4,26,18,134
4,26,19,0
4,26,20,0
4,26,21,0
4,26,22,0
4,26,23,0
4,27,0,0
4,27,1,0
4,27,2,0
4,27,3,0
4,27,4,0
4,27,5,0
4,27,6,0
4,27,7,77
4,27,8,72
4,27,9,202
4,27,10,511
4,27,11,303
4,27,12,150
4,27,13,416
4,27,14,608
4,27,15,663
4,27,16,491
4,27,17,342
4,27,18,195
4,27,19,0
4,27,20,0
4,27,21,0
4,27,22,0
4,27,23,0
4,28,0,0
4,28,1,0
4,28,2,0
4,28,3,0
4,28,4,0
4,28,5,0
4,28,6,0
4,28,7,25
4,28,8,64
4,28,9,83
4,28,10,207
4,28,11,224
4,28,12,156
4,28,13,185
4,28,14,153
4,28,15,101
4,28,16,132
4,28,17,158
4,28,18,76
4,28,19,0
4,28,20,0
4,28,21,0
4,28,22,0
4,28,23,0
4,29,0,0
4,29,1,0
4,29,2,0
4,29,3,0
4,29,4,0
4,29,5,0
4,29,6,9
4,29,7,116
4,29,8,106
4,29,9,245
4,29,10,290
4,29,11,533
4,29,12,250
4,29,13,238
4,29,14,765
4,29,15,538
4,29,16,625
4,29,17,419
4,29,18,205
4,29,19,0
4,29,20,0
4,29,21,0
4,29,22,0
4,29,23,0
4,30,0,0
4,30,1,0
4,30,2,0
4,30,3,0
4,30,4,0
4,30,5,0
4,30,6,13
4,30,7,190
4,30,8,150
4,30,9,213
4,30,10,542
4,30,11,921
4,30,12,988
4,30,13,707
4,30,14,781
4,30,15,802
4,30,16,629
4,30,17,422
4,30,18,161
4,30,19,0
4,30,20,0
4,30,21,0
4,30,22,0
4,30,23,0
5,1,0,0
5,1,1,0
5,1,2,0
5,1,3,0
5,1,4,0
5,1,5,0
5,1,6,10
5,1,7,88
5,1,8,227
5,1,9,250
5,1,10,415
5,1,11,493
5,1,12,587
5,1,13,750
5,1,14,590
5,1,15,509
5,1,16,406
5,1,17,233
5,1,18,102
5,1,19,0
5,1,20,0
5,1,21,0
5,1,22,0
5,1,23,0
5,2,0,0
5,2,1,0
5,2,2,0
5,2,3,0
5,2,4,0
5,2,5,0
5,2,6,3
5,2,7,60
5,2,8,61
5,2,9,122
5,2,10,128
5,2,11,144
5,2,12,204
5,2,13,346
5,2,14,141
5,2,15,283
5,2,16,162
5,2,17,43
5,2,18,111
5,2,19,0
5,2,20,0
5,2,21,0
5,2,22,0
5,2,23,0
5,3,0,0
5,3,1,0
5,3,2,0
5,3,3,0
5,3,4,0
5,3,5,0
5,3,6,5
5,3,7,28
5,3,8,181
5,3,9,356
5,3,10,261
5,3,11,125
5,3,12,136
5,3,13,151
5,3,14,188
5,3,15,221
5,3,16,159
5,3,17,60
5,3,18,7
5,3,19,0
5,3,20,0
5,3,21,0
5,3,22,0
5,3,23,0
5,4,0,0
5,4,1,0
5,4,2,0
5,4,3,0
5,4,4,0
5,4,5,0
5,4,6,0
5,4,7,3
5,4,8,19
5,4,9,181
5,4,10,198
5,4,11,109
5,4,12,319
5,4,13,279
5,4,14,148
5,4,15,329
5,4,16,21
5,4,17,68
5,4,18,57
5,4,19,0
5,4,20,0
5,4,21,0
5,4,22,0
5,4,23,0
5,5,0,0
5,5,1,0
5,5,2,0
5,5,3,0
5,5,4,0
5,5,5,0
5,5,6,1
5,5,7,7
5,5,8,119
5,5,9,136
5,5,10,248
5,5,11,474
5,5,12,493
5,5,13,730
5,5,14,693
5,5,15,813
5,5,16,643
5,5,17,334
5,5,18,7
5,5,19,0
5,5,20,0
5,5,21,0
5,5,22,0
5,5,23,0
5,6,0,0
5,6,1,0
5,6,2,0
5,6,3,0
5,6,4,0
5,6,5,0
5,6,6,6
5,6,7,51
5,6,8,108
5,6,9,357
5,6,10,406
5,6,11,451
5,6,12,598
5,6,13,657
5,6,14,589
5,6,15,181
5,6,16,97
5,6,17,331
5,6,18,116
5,6,19,0
5,6,20,0
5,6,21,0
5,6,22,0
5,6,23,0
5,7,0,0
5,7,1,0
5,7,2,0
5,7,3,0
5,7,4,0
5,7,5,0
5,7,6,26
5,7,7,50
5,7,8,429
5,7,9,476
5,7,10,258
5,7,11,684
5,7,12,414
5,7,13,1000
5,7,14,797
5,7,15,623
5,7,16,337
5,7,17,439
5,7,18,225
5,7,19,0
5,7,20,0
5,7,21,0
5,7,22,0
5,7,23,0
5,8,0,0
5,8,1,0
5,8,2,0
5,8,3,0
5,8,4,0
5,8,5,0
5,8,6,28
5,8,7,212
5,8,8,428
5,8,9,633
5,8,10,805
5,8,11,928
5,8,12,991
5,8,13,776
5,8,14,927
5,8,15,804
5,8,16,436
5,8,17,432
5,8,18,221
5,8,19,0
5,8,20,0
5,8,21,0
5,8,22,0
5,8,23,0
5,9,0,0
5,9,1,0
5,9,2,0
5,9,3,0
5,9,4,0
5,9,5,0
5,9,6,29
5,9,7,213
5,9,8,427
5,9,9,506
5,9,10,674
5,9,11,923
5,9,12,986
5,9,13,987
5,9,14,576
5,9,15,559
5,9,16,476
5,9,17,314
5,9,18,222
5,9,19,60
5,9,20,0
5,9,21,0
5,9,22,0
5,9,23,0
5,10,0,0
5,10,1,0
5,10,2,0
5,10,3,0
5,10,4,0
5,10,5,0
5,10,6,31
5,10,7,156
5,10,8,332
5,10,9,529
5,10,10,426
5,10,11,584
5,10,12,796
5,10,13,593
5,10,14,665
5,10,15,466
5,10,16,131
5,10,17,209
5,10,18,7
5,10,19,2
5,10,20,0
5,10,21,0
5,10,22,0
5,10,23,0
5,11,0,0
5,11,1,0
5,11,2,0
5,11,3,0
5,11,4,0
5,11,5,0
5,11,6,32
5,11,7,215
5,11,8,307
5,11,9,427
5,11,10,559
5,11,11,583
5,11,12,681
5,11,13,532
5,11,14,471
5,11,15,646
5,11,16,330
5,11,17,214
5,11,18,5
5,11,19,1
5,11,20,0
5,11,21,0
5,11,22,0
5,11,23,0
5,12,0,0
5,12,1,0
5,12,2,0
5,12,3,0
5,12,4,0
5,12,5,0
5,12,6,37
5,12,7,228
5,12,8,450
5,12,9,661
5,12,10,839
5,12,11,969
5,12,12,1038
5,12,13,1041
5,12,14,977
5,12,15,852
5,12,16,677
5,12,17,469
5,12,18,248
5,12,19,67
5,12,20,0
5,12,21,0
5,12,22,0
5,12,23,0
5,13,0,0
5,13,1,0
5,13,2,0
5,13,3,0
5,13,4,0
5,13,5,0
5,13,6,40
5,13,7,238
5,13,8,464
5,13,9,676
5,13,10,854
5,13,11,981
5,13,12,1046
5,13,13,1044
5,13,14,977
5,13,15,850
5,13,16,674
5,13,17,466
5,13,18,246
5,13,19,65
5,13,20,0
5,13,21,0
5,13,22,0
5,13,23,0
5,14,0,0
5,14,1,0
5,14,2,0
5,14,3,0
5,14,4,0
5,14,5,0
5,14,6,39
5,14,7,228
5,14,8,445
5,14,9,649
5,14,10,819
5,14,11,941
5,14,12,1005
5,14,13,1004
5,14,14,940
5,14,15,818
5,14,16,649
5,14,17,447
5,14,18,236
5,14,19,61
5,14,20,0
5,14,21,0
5,14,22,0
5,14,23,0
5,15,0,0
5,15,1,0
5,15,2,0
5,15,3,0
5,15,4,0
5,15,5,0
5,15,6,40
5,15,7,226
5,15,8,441
5,15,9,644
5,15,10,814
5,15,11,936
5,15,12,999
5,15,13,999
5,15,14,936
5,15,15,816
5,15,16,647
5,15,17,448
5,15,18,238
5,15,19,62
5,15,20,0
5,15,21,0
5,15,22,0
5,15,23,0
5,16,0,0
5,16,1,0
5,16,2,0
5,16,3,0
5,16,4,0
5,16,5,0
5,16,6,22
5,16,7,92
5,16,8,187
5,16,9,192
5,16,10,439
5,16,11,660
5,16,12,623
5,16,13,830
5,16,14,772
5,16,15,576
5,16,16,505
5,16,17,310
5,16,18,184
5,16,19,48
5,16,20,0
5,16,21,0
5,16,22,0
5,16,23,0
5,17,0,0
5,17,1,0
5,17,2,0
5,17,3,0
5,17,4,0
5,17,5,0
5,17,6,30
5,17,7,226
5,17,8,324
5,17,9,557
5,17,10,490
5,17,11,391
5,17,12,514
5,17,13,513
5,17,14,925
5,17,15,806
5,17,16,576
5,17,17,398
5,17,18,149
5,17,19,38
5,17,20,0
5,17,21,0
5,17,22,0
5,17,23,0
5,18,0,0
5,18,1,0
5,18,2,0
5,18,3,0
5,18,4,0
5,18,5,0
5,18,6,6
5,18,7,33
5,18,8,212
5,18,9,384
5,18,10,628
5,18,11,660
5,18,12,673
5,18,13,684
5,18,14,476
5,18,15,415
5,18,16,126
5,18,17,314
5,18,18,54
5,18,19,14
5,18,20,0
5,18,21,0
5,18,22,0
5,18,23,0
5,19,0,0
5,19,1,0
5,19,2,0
5,19,3,0
5,19,4,0
5,19,5,0
5,19,6,4
5,19,7,45
5,19,8,258
5,19,9,492
5,19,10,507
5,19,11,129
5,19,12,129
5,19,13,133
5,19,14,216
5,19,15,506
5,19,16,459
5,19,17,221
5,19,18,96
5,19,19,26
5,19,20,0
5,19,21,0
5,19,22,0
5,19,23,0
5,20,0,0
5,20,1,0
5,20,2,0
5,20,3,0
5,20,4,0
5,20,5,0
5,20,6,45
5,20,7,228
5,20,8,173
5,20,9,219
5,20,10,391
5,20,11,920
5,20,12,984
5,20,13,985
5,20,14,673
5,20,15,807
5,20,16,643
5,20,17,447
5,20,18,241
5,20,19,64
5,20,20,0
5,20,21,0
5,20,22,0
5,20,23,0
5,21,0,0
5,21,1,0
5,21,2,0
5,21,3,0
5,21,4,0
5,21,5,0
5,21,6,46
5,21,7,228
5,21,8,435
5,21,9,631
5,21,10,795
5,21,11,653
5,21,12,977
5,21,13,728
5,21,14,919
5,21,15,803
5,21,16,464
5,21,17,340
5,21,18,181
5,21,19,59
5,21,20,0
5,21,21,0
5,21,22,0
5,23,3,0
5,23,4,0
5,23,5,0
5,23,6,49
5,23,7,233
5,23,8,445
5,23,9,646
5,23,10,815
5,23,11,937
5,23,12,1001
5,23,13,1002
5,23,15,822
5,23,16,657
5,23,17,460
5,23,18,251
5,23,19,24
5,23,20,0
5,23,21,0
5,23,22,0
5,23,23,0
5,24,0,0
5,24,1,0
5,24,2,0
5,24,3,0
5,24,4,0
5,24,5,0
5,24,6,53
5,24,7,245
5,24,8,462
5,24,9,669
5,24,10,843
5,24,11,969
5,24,12,1036
5,24,13,1040
5,24,14,979
5,24,15,858
5,24,16,687
5,24,17,485
5,24,18,268
5,24,19,77
5,24,20,0
5,24,21,0
5,24,22,0
5,24,23,0
5,25,0,0
5,25,1,0
5,25,2,0
5,25,3,0
5,25,4,0
5,25,5,0
5,25,6,52
5,25,7,256
5,25,8,402
5,25,9,618
5,25,10,748
5,25,11,836
5,25,12,952
5,25,13,1041
5,25,14,975
5,25,15,852
5,25,16,680
5,25,17,478
5,25,18,264
5,25,19,75
5,25,20,0
5,25,21,0
5,25,22,0
5,25,23,0
5,26,0,0
5,26,1,0
5,26,2,0
5,26,3,0
5,26,4,0
5,26,5,0
5,26,6,55
5,26,7,199
5,26,8,457
5,26,9,656
5,26,10,822
5,26,11,941
5,26,12,1002
5,26,13,1001
5,26,14,939
5,26,15,820
5,26,16,656
5,26,17,461
5,26,18,255
5,26,19,72
5,26,20,0
5,26,21,0
5,26,22,0
5,26,23,0
5,27,0,0
5,27,1,0
5,27,2,0
5,27,3,0
5,27,4,0
5,27,5,0
5,27,6,48
5,27,7,86
5,27,8,451
5,27,9,650
5,27,10,816
5,27,11,935
5,27,12,997
5,27,13,779
5,27,14,799
5,27,15,633
5,27,16,505
5,27,17,259
5,27,18,207
5,27,19,43
5,27,20,0
5,27,21,0
5,27,22,0
5,27,23,0
5,28,0,0
5,28,1,0
5,28,2,0
5,28,3,0
5,28,4,0
5,28,5,0
5,28,6,48
5,28,7,239
